intent,utterance,type,example
hoi_chung_chi_nn,Chứng chỉ TOEFL iBT 65 có được cộng điểm không,direct,
chao_hoi,Tổ hợp môn nào xét vào bộ môn Quản lý xây dựng?,direct,
hoi_chi_tieu,Ngành Kiến trúc xét tuyển theo phương thức nào? vậy,direct,
hoi_nganh_hoc,Ngành Kiến trúc có yêu cầu gì đặc biệt không?,followup,
hoi_thoi_gian_dk,Khi thế ra sao mở cổng đăng ký xét tuyển,direct,
hoi_to_hop_mon,Thế còn ngành Kiến trúc thì sao?,followup,
hoi_dieu_kien,Có cách thế nào vào ngành Công nghệ thông tin dễ hơn không?,indirect,
hoi_thoi_gian_dk,Có cách ra sao vào ngành Quản lý xây dựng dễ hơn không?,indirect,
hoi_chi_tieu,Có cách thế nào vào ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_phuong_thuc,Tổ hợp môn thế nào xét vào ngành Công nghệ thông tin?,direct,
fallback,Thế còn chuyên ngành Công nghệ thông tin thì sao?,followup,
hoi_thoi_gian_dk,Khi ra sao đóng đăng ký tsa,direct,
hoi_diem_san,Theo bạn thì ngành Quản lý xây dựng có khó đỗ không?,indirect,
hoi_nganh_hoc,Trường đại học có những chuyên bộ môn thế nào,direct,
hoi_chung_chi_nn,Còn Quản lý xây dựng thì điểm sàn thế nào?,followup,
hoi_chi_tieu,Chỉ tiêu khối D01,direct,
hoi_thoi_gian_dk,Đăng ký nguyện vọng từ ngày thế gì,direct,
hoi_nganh_hoc,Theo bạn thì ngành Logistics có khó đỗ không?,indirect,
hoi_chi_tieu,Có cách nào vào chuyên ngành Kiến trúc dễ hơn không?,indirect,
chao_hoi,Tổ hợp môn nào xét vào chuyên ngành Kiến trúc?,direct,
hoi_dieu_kien,Còn Khoa học Máy tính thì điểm sàn thế nào?,followup,
hoi_chung_chi_nn,Trường đại học đại học có nhận TCF không,direct,
chao_hoi,Có cách nào vào chuyên ngành Công nghệ thông tin dễ hơn không?,indirect,
hoi_nganh_hoc,Giới thiệu chuyên chuyên ngành {'LOWER': 'môi'} {'LOWER': 'trường'},direct,
hoi_chi_tieu,Nếu học Công nghệ thông tin thì cần chuẩn bị gì?,indirect,
hoi_chung_chi_nn,Có quy đổi TOEFL iBT 65 không,direct,
hoi_chung_chi_nn,Trường mình có nhận TCF không,direct,
fallback,Nếu học Công nghệ thông tin thì cần chuẩn bị gì?,indirect,
hoi_to_hop_mon,Ngành {'LOWER': 'attt'} xét tuyển các tổ hợp môn thế ra sao,direct,
fallback,Có cách thế nào vào ngành Logistics dễ hơn không?,indirect,
fallback,Tổ hợp môn nào xét vào ngành học Công nghệ thông tin?,direct,
hoi_thoi_gian_dk,Có cách nào vào ngành học Quản lý xây dựng dễ hơn không?,indirect,
hoi_chung_chi_nn,Nếu học Khoa học Máy tính thì cần chuẩn bị gì? nhé,indirect,
hoi_chung_chi_nn,Điểm TCF cần đạt là bao nhiêu,direct,
chao_hoi,Xin chào,direct,
hoi_to_hop_mon,Điểm chuẩn ngành học Logistics năm nay là bao nhiêu?,direct,
hoi_diem_san,Ngành {'LOWER': 'ktkhí'} xét học bạ thì cần bao nhiêu điểm nhỉ,direct,
hoi_thoi_gian_dk,Tổ hợp môn nào xét vào ngành học Công nghệ thông tin?,direct,
hoi_dieu_kien,Tổ hợp môn nào xét vào ngành Khoa học Máy tính?,direct,
hoi_chung_chi_nn,Có cách gì vào ngành Quản lý xây dựng dễ hơn không?,indirect,
hoi_phuong_thuc,Có thể vào {'LOWER': 'quy'} {'LOWER': 'hoạch'} {'LOWER': 'đô'} {'LOWER': 'thị'} bằng cách nào,direct,
fallback,Theo bạn thì ngành Quản lý xây dựng có khó đỗ không?,indirect,
hoi_chi_tieu,Có cách nào vào ngành Khoa học Máy tính dễ hơn không? nhỉ,indirect,
hoi_phuong_thuc,Phương thức ưu tiên áp dụng cho bộ môn thế thế nào,direct,
hoi_dieu_kien,Điểm tối thiểu để xét {'LOWER': 'qlda'},direct,
hoi_dieu_kien,Theo bạn thì chuyên ngành Logistics có khó đỗ không?,indirect,
hoi_chung_chi_nn,Ngành Công nghệ thông tin thì có xét học bạ không?,followup,
hoi_diem_san,Ngành Khoa học Máy tính lấy điểm sàn bao nhiêu?,direct,
hoi_phuong_thuc,Phương thức ưu tiên áp dụng cho chuyên chuyên ngành thế nào,direct,
fallback,Ngành Kiến trúc xét tuyển theo phương thức nào? nhỉ,direct,
hoi_thoi_gian_dk,Khi thế nào bắt đầu đăng ký xét tuyển v-sat,direct,
hoi_nganh_hoc,Trường mình có những ngành học ra sao,direct,
hoi_to_hop_mon,Khối H01 Toán Vẽ Mỹ thuật có chuyên ngành ra sao,direct,
hoi_phuong_thuc,Nhà trường có những phương thức tuyển sinh thế ra sao,direct,
hoi_diem_san,Ngành Kiến trúc lấy điểm sàn bao nhiêu? nhỉ,direct,
hoi_chung_chi_nn,Chứng chỉ ngoại ngữ nào được chấp nhận,direct,
hoi_phuong_thuc,Nhà trường mình có xét tuyển bằng thi tn không,direct,
hoi_diem_san,Điểm chuẩn bộ môn Logistics năm nay là bao nhiêu?,direct,
hoi_diem_san,Có cách ra sao vào ngành Logistics dễ hơn không?,indirect,
hoi_dieu_kien,Tổ hợp môn nào xét vào ngành Quản lý xây dựng?,direct,
chao_hoi,Ngành Khoa học Máy tính lấy điểm sàn bao nhiêu?,direct,
hoi_diem_san,Ngành {'LOWER': 'cnktxd'} lấy điểm chuẩn tối thiểu mấy điểm,direct,
hoi_diem_san,Điểm spt tối thiểu vào {'LOWER': 'xây'} {'LOWER': 'dựng'} ạ,direct,
hoi_nganh_hoc,Trường đại học đại học có những ngành gì,direct,
hoi_chung_chi_nn,Có cần chứng chỉ TOEFL iBT 65 để vào {'LOWER': 'cntt'} không,direct,
hoi_chi_tieu,Muốn vào Logistics thì cần đạt khoảng mấy điểm nhỉ?,indirect,
hoi_to_hop_mon,Tổ hợp môn nào xét vào ngành Công nghệ thông tin?,direct,
hoi_thoi_gian_dk,Khi thế ra sao đóng đăng ký tsa,direct,
fallback,Bạn nói lại được không,direct,
chao_hoi,Tổ hợp môn ra sao xét vào ngành Quản lý xây dựng?,direct,
hoi_phuong_thuc,Nhà trường có những phương thức tuyển sinh gì,direct,
hoi_dieu_kien,Yêu cầu điểm ngoại ngữ,direct,
fallback,Có cách ra sao vào ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_to_hop_mon,Thế còn ngành Quản lý xây dựng thì sao?,followup,
hoi_to_hop_mon,Điểm chuẩn ngành Kiến trúc năm nay là bao nhiêu?,direct,
hoi_phuong_thuc,Có cách nào vào bộ môn Logistics dễ hơn không?,indirect,
hoi_dieu_kien,Tổ hợp môn gì xét vào ngành Khoa học Máy tính?,direct,
hoi_chi_tieu,Ngành {'LOWER': 'vien'} {'LOWER': 'thong'} lấy bao nhiêu sinh viên,direct,
hoi_chung_chi_nn,Điểm TCF tối thiểu để xét tuyển nhé,direct,
hoi_dieu_kien,Có cách ra sao vào ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_dieu_kien,Tổ hợp môn nào xét vào ngành Quản lý xây dựng? vậy,direct,
hoi_to_hop_mon,Ngành {'LOWER': 'attt'} xét tuyển các tổ hợp môn thế nào,direct,
fallback,Ngành Khoa học Máy tính xét tuyển theo phương thức nào? nhé,direct,
fallback,Theo bạn thì chuyên ngành Quản lý xây dựng có khó đỗ không?,indirect,
hoi_thoi_gian_dk,Khi ra sao mở cổng đăng ký xét tuyển,direct,
hoi_thoi_gian_dk,Khi thế ra sao bắt đầu đăng ký xét tuyển v-sat,direct,
hoi_chi_tieu,Điểm chuẩn ngành học Logistics năm nay là bao nhiêu?,direct,
hoi_nganh_hoc,Trường đại học đại học có những chuyên ngành thế nào,direct,
hoi_thoi_gian_dk,Thời gian đăng ký trực tuyến là khi thế nào,direct,
hoi_dieu_kien,Nếu học Quản lý xây dựng thì cần chuẩn bị gì?,indirect,
hoi_to_hop_mon,Điểm chuẩn bộ môn Khoa học Máy tính năm nay là bao nhiêu?,direct,
hoi_nganh_hoc,Trường đại học có những ngành gì,direct,
hoi_diem_san,Điểm sàn năm nay của {'LOWER': 'tkcn'} là bao nhiêu,direct,
hoi_diem_san,Ngành Quản lý xây dựng thì có xét học bạ không?,followup,
hoi_to_hop_mon,Ngành {'LOWER': 'ktxd'} {'LOWER': 'kinh'} {'LOWER': 'tế'} học khối thế gì,direct,
fallback,Ngành Khoa học Máy tính xét tuyển theo phương thức nào? vậy,direct,
hoi_diem_san,Điểm sàn xét tuyển vào trường là bao nhiêu ạ,direct,
fallback,Bạn nhập lại câu hỏi nhé nhỉ,direct,
hoi_dieu_kien,Tổ hợp môn thế nào xét vào ngành Khoa học Máy tính?,direct,
hoi_to_hop_mon,Muốn vào Khoa học Máy tính thì cần đạt khoảng mấy điểm nhỉ?,indirect,
hoi_diem_san,Tổ hợp môn gì xét vào ngành Quản lý xây dựng?,direct,
chao_hoi,Ngành Kiến trúc có yêu cầu gì đặc biệt không?,followup,
hoi_chi_tieu,Tổ hợp môn nào xét vào bộ môn Khoa học Máy tính?,direct,
hoi_thoi_gian_dk,Ngành Logistics có yêu cầu gì đặc biệt không?,followup,
hoi_diem_san,Điểm chuẩn ngành Logistics năm nay là bao nhiêu?,direct,
hoi_dieu_kien,Thế còn ngành Kiến trúc thì sao?,followup,
hoi_to_hop_mon,Khối thế nào dành cho {'LOWER': 'xây'} {'LOWER': 'dựng'} {'LOWER': 'công'} {'LOWER': 'nghiệp'},direct,
chao_hoi,Thế còn bộ môn Quản lý xây dựng thì sao?,followup,
hoi_dieu_kien,Theo bạn thì ngành học Logistics có khó đỗ không?,indirect,
hoi_dieu_kien,Có cách nào vào bộ môn Công nghệ thông tin dễ hơn không?,indirect,
hoi_chung_chi_nn,Cần chứng chỉ ngoại ngữ gì để miễn thi nhé,direct,
hoi_diem_san,Ngành Công nghệ thông tin xét tuyển theo phương thức nào?,direct,
chao_hoi,Tổ hợp môn thế nào xét vào ngành Công nghệ thông tin?,direct,
hoi_phuong_thuc,Theo bạn thì ngành học Quản lý xây dựng có khó đỗ không?,indirect,
hoi_chi_tieu,Có cách ra sao vào ngành Kiến trúc dễ hơn không?,indirect,
chao_hoi,Chào buổi chiều,direct,
hoi_chi_tieu,Tổ hợp môn nào xét vào chuyên ngành Quản lý xây dựng?,direct,
hoi_chung_chi_nn,Muốn vào Kiến trúc thì cần đạt khoảng mấy điểm nhỉ?,indirect,
hoi_chung_chi_nn,Danh sách chứng chỉ ngoại ngữ được chấp nhận nhỉ,direct,
hoi_thoi_gian_dk,Ngành Khoa học Máy tính xét tuyển theo phương thức nào?,direct,
hoi_dieu_kien,Tổ hợp môn ra sao xét vào ngành Logistics?,direct,
hoi_nganh_hoc,Trường đại học có những chuyên chuyên ngành thế nào,direct,
hoi_chung_chi_nn,Chứng chỉ ngoại ngữ gì được chấp nhận,direct,
hoi_phuong_thuc,Tổ hợp môn gì xét vào ngành Công nghệ thông tin?,direct,
hoi_chi_tieu,Có cách thế nào vào ngành Kiến trúc dễ hơn không?,indirect,
fallback,Điểm chuẩn bộ môn Quản lý xây dựng năm nay là bao nhiêu?,direct,
hoi_thoi_gian_dk,Điểm chuẩn ngành học Kiến trúc năm nay là bao nhiêu?,direct,
hoi_diem_san,Tổ hợp môn nào xét vào ngành học Quản lý xây dựng?,direct,
hoi_dieu_kien,Có cách thế nào vào ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_chung_chi_nn,Quy đổi TOEIC sang điểm như thế nào nhé,direct,
fallback,Thế còn ngành Công nghệ thông tin thì sao?,followup,
hoi_nganh_hoc,Trường mình đại học có những ngành gì,direct,
hoi_chi_tieu,Số lượng chỉ tiêu {'LOWER': 'cấp'} {'LOWER': 'thoát'} {'LOWER': 'nước'} năm nay,direct,
hoi_diem_san,Ngành Khoa học Máy tính lấy điểm sàn bao nhiêu? nhỉ,direct,
hoi_nganh_hoc,Danh sách ngành học và mã tuyển sinh,direct,
chao_hoi,Có cách thế nào vào ngành Công nghệ thông tin dễ hơn không?,indirect,
hoi_phuong_thuc,Thế còn ngành học Logistics thì sao?,followup,
hoi_chi_tieu,Ngành {'LOWER': 'vien'} {'LOWER': 'thong'} lấy bao nhiêu sinh viên nhỉ,direct,
hoi_chung_chi_nn,Quy đổi TOEIC sang điểm như thế thế ra sao,direct,
chao_hoi,Ngành Logistics xét tuyển theo phương thức nào?,direct,
fallback,Thế còn ngành Logistics thì sao?,followup,
hoi_diem_san,Có cách nào vào chuyên ngành Logistics dễ hơn không?,indirect,
hoi_chung_chi_nn,Theo bạn thì bộ môn Công nghệ thông tin có khó đỗ không?,indirect,
hoi_nganh_hoc,Ngành {'LOWER': 'kte'} thuộc khối thế ra sao,direct,
hoi_phuong_thuc,Phương thức ưu tiên áp dụng cho chuyên ngành học gì,direct,
hoi_to_hop_mon,Điểm chuẩn ngành học Kiến trúc năm nay là bao nhiêu?,direct,
hoi_chi_tieu,Ngành Kiến trúc xét tuyển theo phương thức nào?,direct,
fallback,Tổ hợp môn thế nào xét vào ngành Công nghệ thông tin?,direct,
hoi_thoi_gian_dk,Khi thế gì mở cổng đăng ký xét tuyển,direct,
hoi_nganh_hoc,Trường có những bộ môn học ra sao,direct,
fallback,Tổ hợp môn nào xét vào bộ môn Công nghệ thông tin?,direct,
hoi_chi_tieu,Ngành {'LOWER': 'xây'} {'LOWER': 'dựng'} {'LOWER': 'dân'} {'LOWER': 'dụng'} năm nay có bao nhiêu chỉ tiêu,direct,
hoi_chung_chi_nn,Chứng chỉ ngoại ngữ thế nào được chấp nhận ạ,direct,
hoi_to_hop_mon,Điểm chuẩn bộ môn Kiến trúc năm nay là bao nhiêu?,direct,
hoi_phuong_thuc,Tổ hợp môn ra sao xét vào ngành Khoa học Máy tính?,direct,
hoi_thoi_gian_dk,Tổ hợp môn nào xét vào bộ môn Công nghệ thông tin?,direct,
hoi_phuong_thuc,Nhà trường có những phương thức tuyển sinh thế nào,direct,
hoi_thoi_gian_dk,Tổ hợp môn ra sao xét vào ngành Công nghệ thông tin?,direct,
hoi_nganh_hoc,Danh sách chuyên chuyên ngành đào tạo,direct,
chao_hoi,Hi,direct,
hoi_to_hop_mon,Khối H01 Toán Vẽ Mỹ thuật có bộ môn học ra sao,direct,
chao_hoi,Tổ hợp môn nào xét vào bộ môn Công nghệ thông tin?,direct,
hoi_to_hop_mon,Tổ hợp môn VS3 gồm những môn gì,direct,
hoi_nganh_hoc,Thế còn chuyên ngành Logistics thì sao?,followup,
hoi_phuong_thuc,Trường đại học mình có những phương thức tuyển sinh gì,direct,
hoi_chi_tieu,Theo bạn thì ngành Quản lý xây dựng có khó đỗ không?,indirect,
chao_hoi,Tổ hợp môn thế nào xét vào ngành Quản lý xây dựng?,direct,
chao_hoi,Có cách ra sao vào ngành Công nghệ thông tin dễ hơn không?,indirect,
hoi_to_hop_mon,Trường có xét tuyển khối D09 không,direct,
hoi_to_hop_mon,Khối gì dành cho {'LOWER': 'xây'} {'LOWER': 'dựng'} {'LOWER': 'công'} {'LOWER': 'nghiệp'},direct,
chao_hoi,Có cách nào vào chuyên ngành Quản lý xây dựng dễ hơn không?,indirect,
hoi_to_hop_mon,Trường mình mình có xét tuyển khối D09 không,direct,
hoi_phuong_thuc,Có thể vào {'LOWER': 'quy'} {'LOWER': 'hoạch'} {'LOWER': 'đô'} {'LOWER': 'thị'} bằng cách thế ra sao,direct,
hoi_diem_san,Ngành Kiến trúc lấy điểm sàn bao nhiêu?,direct,
hoi_phuong_thuc,Phương thức ưu tiên áp dụng cho chuyên bộ môn thế nào,direct,
hoi_nganh_hoc,Danh sách chuyên bộ môn và mã tuyển sinh,direct,
hoi_dieu_kien,Ngành {'LOWER': 'điện'} yêu cầu gì,direct,
hoi_to_hop_mon,Có cách gì vào ngành Kiến trúc dễ hơn không?,indirect,
hoi_chung_chi_nn,Trường đại học có nhận TCF không,direct,
fallback,Thế còn ngành học Công nghệ thông tin thì sao?,followup,
hoi_chung_chi_nn,Cần chứng chỉ ngoại ngữ gì để miễn thi,direct,
hoi_nganh_hoc,Nhà trường đại học có những ngành gì,direct,
hoi_chi_tieu,Chỉ tiêu xét học bạ năm nay nhỉ,direct,
chao_hoi,Có cách thế nào vào ngành Logistics dễ hơn không?,indirect,
hoi_phuong_thuc,Tổ hợp môn gì xét vào ngành Khoa học Máy tính?,direct,
hoi_chung_chi_nn,Ngành Logistics thì có xét học bạ không?,followup,
hoi_dieu_kien,Điểm chuẩn ngành học Công nghệ thông tin năm nay là bao nhiêu?,direct,
chao_hoi,Có cách ra sao vào ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_diem_san,Muốn vào Kiến trúc thì cần đạt khoảng mấy điểm nhỉ? ạ,indirect,
hoi_chung_chi_nn,Theo bạn thì ngành Logistics có khó đỗ không?,indirect,
chao_hoi,Tổ hợp môn nào xét vào bộ môn Kiến trúc?,direct,
hoi_chi_tieu,Có cách gì vào ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_chung_chi_nn,Có cách ra sao vào ngành Quản lý xây dựng dễ hơn không?,indirect,
hoi_to_hop_mon,Trường đại học mình có xét tuyển khối D09 không,direct,
hoi_diem_san,Ngành Logistics có yêu cầu gì đặc biệt không? vậy,followup,
hoi_nganh_hoc,Thế còn ngành Logistics thì sao?,followup,
hoi_to_hop_mon,Thế còn chuyên ngành Quản lý xây dựng thì sao?,followup,
hoi_thoi_gian_dk,Theo bạn thì chuyên ngành Kiến trúc có khó đỗ không?,indirect,
hoi_thoi_gian_dk,Thời gian đăng ký học bạ là khi thế nào,direct,
hoi_chi_tieu,Chỉ tiêu thi THPT,direct,
hoi_thoi_gian_dk,Đăng ký nguyện vọng từ ngày nào,direct,
hoi_thoi_gian_dk,Điểm chuẩn chuyên ngành Kiến trúc năm nay là bao nhiêu?,direct,
hoi_nganh_hoc,Trường đại học có những chuyên ngành ra sao,direct,
hoi_to_hop_mon,Ngành {'LOWER': 'attt'} xét tuyển các tổ hợp môn thế gì,direct,
hoi_thoi_gian_dk,Đăng ký nguyện vọng từ ngày thế ra sao,direct,
hoi_to_hop_mon,Theo bạn thì bộ môn Quản lý xây dựng có khó đỗ không?,indirect,
hoi_chi_tieu,Tổ hợp môn thế nào xét vào ngành Quản lý xây dựng?,direct,
hoi_phuong_thuc,Theo bạn thì chuyên ngành Công nghệ thông tin có khó đỗ không?,indirect,
hoi_chi_tieu,Có cách nào vào ngành Kiến trúc dễ hơn không?,indirect,
hoi_phuong_thuc,Có cách ra sao vào ngành Logistics dễ hơn không?,indirect,
hoi_phuong_thuc,Phương thức ưu tiên áp dụng cho chuyên chuyên ngành ra sao,direct,
hoi_phuong_thuc,Phương thức ưu tiên áp dụng cho chuyên chuyên ngành gì,direct,
fallback,Có cách nào vào chuyên ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_chi_tieu,Theo bạn thì ngành Quản lý xây dựng có khó đỗ không? nhé,indirect,
hoi_phuong_thuc,Danh sách phương thức tuyển sinh,direct,
fallback,Có cách thế nào vào ngành Khoa học Máy tính dễ hơn không?,indirect,
hoi_dieu_kien,Có cách nào vào ngành học Khoa học Máy tính dễ hơn không?,indirect,
hoi_dieu_kien,Tổ hợp môn ra sao xét vào ngành Khoa học Máy tính?,direct,
fallback,Thế còn chuyên ngành Logistics thì sao?,followup,
chao_hoi,Chào buổi tối,direct,
hoi_chi_tieu,Thế còn bộ môn Khoa học Máy tính thì sao?,followup,
